2025-12-29 23:00:35.911 | INFO     | BLE Operation Logger iniciado: ble_operations_A08869B6F7D2_20251229_230035.log
2025-12-29 23:00:35.912 | INFO     | Scanner BLE iniciado: hci0 (A0:88:69:B6:F7:D2)
2025-12-29 23:00:35.912 | INFO     | BLE Client iniciado
2025-12-29 23:00:35.912 | INFO     | 🔍 A fazer scan de dispositivos IoT...
2025-12-29 23:00:35.913 | INFO     | A fazer scan BLE durante 5000ms...
2025-12-29 23:00:35.914 | INFO     | [OP-20251229_230035-0001] SCAN_START | Duration: 5000ms | Filter_IoT: True
2025-12-29 23:00:41.024 | DEBUG    |   Encontrado: IoT-Node (E0:D3:62:D6:EE:A0) RSSI: -46 dBm
2025-12-29 23:00:41.026 | INFO     | Scan concluído: 1 dispositivos encontrados
2025-12-29 23:00:41.027 | INFO     | [OP-20251229_230035-0002] SCAN_RESULT | Devices_Found: 1
2025-12-29 23:00:41.028 | DEBUG    | [OP-20251229_230035-0002]   Device_1: Name: IoT-Node | Address: E0:D3:62:D6:EE:A0 | RSSI: -46 dBm | Services: 1
2025-12-29 23:00:41.028 | INFO     | ✅ Encontrados 1 dispositivos IoT
2025-12-29 23:00:41.028 | INFO     |    Conectando ao primeiro: E0:D3:62:D6:EE:A0
2025-12-29 23:00:41.029 | INFO     | 
2025-12-29 23:00:41.030 | DEBUG    | BLEConnection criada para E0:D3:62:D6:EE:A0
2025-12-29 23:00:41.030 | INFO     | A conectar a E0:D3:62:D6:EE:A0...
2025-12-29 23:00:41.031 | INFO     | [OP-20251229_230035-0003] CONNECT_ATTEMPT | Local: A0:88:69:B6:F7:D2 | Remote: E0:D3:62:D6:EE:A0
2025-12-29 23:00:45.395 | INFO     | ✅ Conectado a E0:D3:62:D6:EE:A0
2025-12-29 23:00:45.397 | INFO     | [OP-20251229_230035-0004] CONNECT_SUCCESS | Remote: E0:D3:62:D6:EE:A0 | Time: 4360.29ms
2025-12-29 23:00:45.398 | INFO     | ✅ Conectado com sucesso!
2025-12-29 23:00:45.400 | INFO     | 
2025-12-29 23:00:45.401 | INFO     | HeartbeatMonitor iniciado (timeout após 3 heartbeats)
2025-12-29 23:00:45.403 | INFO     | 💓 Heartbeat Monitor iniciado
2025-12-29 23:00:45.406 | INFO     | 
2025-12-29 23:00:45.407 | INFO     | ======================================================================
2025-12-29 23:00:45.408 | INFO     | 📡 A subscrever notificações de NetworkPacket...
2025-12-29 23:00:45.410 | INFO     | ======================================================================
2025-12-29 23:00:45.411 | INFO     | 
2025-12-29 23:00:45.887 | INFO     | ✅ Subscrito a notificações: 12340001-0000-1000-8000-00805f9b34fb
2025-12-29 23:00:45.888 | INFO     | [OP-20251229_230035-0005] SUBSCRIBE_SUCCESS | Remote: E0:D3:62:D6:EE:A0 | Char: 12340001-0000-1000-8000-00805f9b34fb
2025-12-29 23:00:45.889 | INFO     | ✅ Subscrição bem-sucedida!
2025-12-29 23:00:45.890 | INFO     | 
2025-12-29 23:00:45.892 | INFO     | ======================================================================
2025-12-29 23:00:45.893 | INFO     | 📝 AGUARDANDO HEARTBEATS:
2025-12-29 23:00:45.894 | INFO     | ======================================================================
2025-12-29 23:00:45.896 | INFO     | 
2025-12-29 23:00:45.896 | INFO     | O servidor deve enviar heartbeats a cada 5 segundos.
2025-12-29 23:00:45.897 | INFO     | Este cliente irá:
2025-12-29 23:00:45.899 | INFO     |   1. Receber notificações via NetworkPacketCharacteristic
2025-12-29 23:00:45.901 | INFO     |   2. Parsear os pacotes
2025-12-29 23:00:45.904 | INFO     |   3. Identificar heartbeats
2025-12-29 23:00:45.904 | INFO     |   4. Monitorizar timeouts
2025-12-29 23:00:45.905 | INFO     | 
2025-12-29 23:00:45.907 | INFO     | ======================================================================
2025-12-29 23:00:45.907 | INFO     | ⏳ A aguardar heartbeats (pressiona Ctrl+C para terminar)...
2025-12-29 23:00:45.908 | INFO     | ======================================================================
2025-12-29 23:00:45.908 | INFO     | 
2025-12-29 23:00:47.241 | INFO     | [OP-20251229_230035-0006] NOTIFICATION | Remote: E0:D3:62:D6:EE:A0 | Char: 12340001-0000-1000-8000-00805f9b34fb | Data: 158 bytes | Hex: 6679731ec3654aba8e97afbf833ef9e26679731ec3654aba8e97afbf833ef9e202010000000407f72359083c95eb2708cc369c7864b0d21e6331169998ad303f | ASCII: fys..eJ......>..fys..eJ......>..........#Y.<..'..6.xd...c1....0? [TRUNCATED]
2025-12-29 23:00:47.241 | INFO     | 
2025-12-29 23:00:47.242 | INFO     | 🔔 NOTIFICAÇÃO #1 RECEBIDA!
2025-12-29 23:00:47.242 | INFO     |    📊 Dados completos (158 bytes): 6679731ec3654aba8e97afbf833ef9e26679731ec3654aba8e97afbf833ef9e2...
2025-12-29 23:00:47.243 | INFO     |    📦 Pacote parseado:
2025-12-29 23:00:47.243 | INFO     |       Source: 6679731e...
2025-12-29 23:00:47.244 | INFO     |       Destination: 6679731e...
2025-12-29 23:00:47.244 | INFO     |       Type: 2 (0x02)
2025-12-29 23:00:47.245 | INFO     |       TTL: 1
2025-12-29 23:00:47.246 | INFO     |       Sequence: 4
2025-12-29 23:00:47.247 | INFO     |       Payload size: 88 bytes
2025-12-29 23:00:47.247 | INFO     |       ✅ MAC válido
2025-12-29 23:00:47.247 | DEBUG    | Verificação de assinatura (placeholder)
2025-12-29 23:00:47.247 | DEBUG    | Heartbeat recebido: 6679731e... (age: 0.09s)
2025-12-29 23:00:47.248 | INFO     |    💓 HEARTBEAT DETECTADO!
2025-12-29 23:00:47.248 | INFO     |       Sink NID: 6679731e...
2025-12-29 23:00:47.248 | INFO     |       Timestamp: 1767049247.15
2025-12-29 23:00:47.248 | INFO     |       Age: 0.10s
2025-12-29 23:00:47.249 | INFO     |       Signature: <signed>
2025-12-29 23:00:47.249 | INFO     |    📊 Monitor Stats:
2025-12-29 23:00:47.249 | INFO     |       Total heartbeats: 1
2025-12-29 23:00:47.249 | INFO     |       Time since last: 0.10s
2025-12-29 23:00:47.250 | INFO     |       Missed count: 0
2025-12-29 23:00:47.250 | INFO     | 
2025-12-29 23:00:52.242 | INFO     | [OP-20251229_230035-0007] NOTIFICATION | Remote: E0:D3:62:D6:EE:A0 | Char: 12340001-0000-1000-8000-00805f9b34fb | Data: 158 bytes | Hex: 6679731ec3654aba8e97afbf833ef9e26679731ec3654aba8e97afbf833ef9e2020100000005becf830a3f06641ca1778ba23190daca52f4833d22c1b88bd8eb | ASCII: fys..eJ......>..fys..eJ......>............?.d..w..1...R..="..... [TRUNCATED]
2025-12-29 23:00:52.243 | INFO     | 
